hotelname,roomtype,country,city,propertytype,roomamenities,ratedescription,address,max,starrating
Bogaz Beach Hotel,Family room,Cyprus,Bogaz,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay nothing until December 21, 2019, Free Wi-Fi, Free cancellation before December 23, 2019, Early Booking Saver. Rate includes 30% discount!",Karpaz Anayolu,66.31,3
Bogaz Beach Hotel,Triple Room,Cyprus,Bogaz,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;,"Pay nothing until November 21, 2019, Free Wi-Fi, Free cancellation before November 23, 2019, Early Booking Saver. Rate includes 30% discount!",Karpaz Anayolu,66.31,3
Bogaz Beach Hotel,Family room,Cyprus,Bogaz,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay nothing until November 21, 2019, Free Wi-Fi, Free cancellation before November 23, 2019, Early Booking Saver. Rate includes 30% discount!",Karpaz Anayolu,66.31,3
Bogaz Beach Hotel,Triple Room,Cyprus,Bogaz,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;,"Pay nothing until November 19, 2019, Free Wi-Fi, Free cancellation before November 21, 2019, Early Booking Saver. Rate includes 30% discount!",Karpaz Anayolu,66.31,3
Bogaz Beach Hotel,Family room,Cyprus,Bogaz,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay nothing until November 19, 2019, Free Wi-Fi, Free cancellation before November 21, 2019, Early Booking Saver. Rate includes 30% discount!",Karpaz Anayolu,66.31,3
Hotel Wallern Garni,Double Room,Austria,Wallern an der Trattnach,Hotels,Additional toilet: ;Air conditioning: ;Alarm clock: ;Closet: ;Clothes rack: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Satellite/cable channels: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 21 m²/226 ft², Shower, 2 single beds",Welser Strasse 18,90.42,3
Hotel Wallern Garni,Suite,Austria,Wallern an der Trattnach,Hotels,Additional toilet: ;Air conditioning: ;Alarm clock: ;Closet: ;Clothes rack: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Satellite/cable channels: ;Smoke detector: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 43 m²/463 ft², Shower and bathtub, 2 single beds and 1 sofa bed",Welser Strasse 18,90.42,3
Ofelias Hotel,Single,Spain,Barcelona,Hotels,Air conditioning: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Mini bar: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 15 m²/161 ft², City view, Non-smoking, Shower, 2 single beds","Calle de Llanca, 24",507.34,4
Ofelias Hotel,1 Bedroom Standard,Spain,Barcelona,Hotels,Air conditioning: ;Closet: ;Clothes rack: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Ironing facilities: ;Laptop safe box: ;Mini bar: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 15 m²/161 ft², City view, Balcony/terrace, Non-smoking, Shower, 2 single beds or 1 double bed","Calle de Llanca, 24",507.34,4
Ofelias Hotel,Standard Design Room,Spain,Barcelona,Hotels,Air conditioning: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Ironing facilities: ;Laptop safe box: ;Mini bar: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 18 m²/194 ft², Balcony/terrace, Non-smoking, Shower, 2 single beds or 1 double bed","Calle de Llanca, 24",507.34,4
Ofelias Hotel,Triple Room,Spain,Barcelona,Hotels,Air conditioning: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Mini bar: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 17 m²/183 ft², Non-smoking, Shower, 2 single beds and 1 double bed","Calle de Llanca, 24",507.34,4
Ofelias Hotel,DOUBLE SINGLE USE STANDARD - ROOM ONLY,Spain,Barcelona,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Telephone: ;TV: ;,"Free Wi-Fi, Cancellation policy","Calle de Llanca, 24",507.34,4
Ofelias Hotel,Luxury Room,Spain,Barcelona,Hotels,Air conditioning: ;Bathrobes: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Ironing facilities: ;Laptop safe box: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Slippers: ;Smoke detector: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;Wooden/parqueted flooring: ;,"Room size: 18 m²/194 ft², Non-smoking, Shower and bathtub, 1 double bed","Calle de Llanca, 24",507.34,4
Ofelias Hotel,Junior Suite,Spain,Barcelona,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Telephone: ;TV: ;,"Free Wi-Fi, Cancellation policy","Calle de Llanca, 24",507.34,4
Ofelias Hotel,Run of House,Spain,Barcelona,Hotels,Air conditioning: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;,Shower,"Calle de Llanca, 24",507.34,4
SAN FERDINANDO,Single Room,Italy,Piombino Dese,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Shower: ;TV [flat screen]: ;,"Room size: 16 m²/172 ft², Bathtub, 1 single bed",VIA PIGNAN 11 LEVADA DI PIOMBINO DESE,70.33,2
SAN FERDINANDO,Twin Room,Italy,Piombino Dese,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Shower: ;TV [flat screen]: ;,"Room size: 16 m²/172 ft², Bathtub, 2 single beds",VIA PIGNAN 11 LEVADA DI PIOMBINO DESE,70.33,2
AlmaLusa Baixa Chiado,Standard Double or Twin Room,Portugal,Lisbon,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Clothes dryer: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Satellite/cable channels: ;Slippers: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 23 m²/248 ft², Non-smoking, Shower, 2 semi double beds or 1 king bed",Praca do Municipio,366.71,4
AlmaLusa Baixa Chiado,Mini Deluxe,Portugal,Lisbon,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Carpeting: ;Closet: ;Clothes dryer: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Satellite/cable channels: ;Slippers: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 25 m²/269 ft², City view, Non-smoking, Shower, 1 king bed & 1 king bed or 2 semi double beds",Praca do Municipio,366.71,4
AlmaLusa Baixa Chiado,Deluxe Triple Room,Portugal,Lisbon,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Clothes dryer: ;Clothes rack: ;Coffee/tea maker: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Satellite/cable channels: ;Slippers: ;Smoke detector: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 37 m²/398 ft², Street view, Non-smoking, Shower, 1 single bed and 1 king bed or 3 single beds",Praca do Municipio,366.71,4
AlmaLusa Baixa Chiado,Junior Suite,Portugal,Lisbon,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Clothes dryer: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Dishwasher: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Kitchenware: ;Linens: ;Microwave: ;Mini bar: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Slippers: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 37 m²/398 ft², Non-smoking, Shower, Kitchenette, 1 king bed or 2 semi double beds",Praca do Municipio,366.71,4
AlmaLusa Baixa Chiado,Deluxe Suite,Portugal,Lisbon,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Clothes dryer: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Dishwasher: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Kitchenware: ;Linens: ;Microwave: ;Mini bar: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Slippers: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 43 m²/463 ft², City view, Non-smoking, Shower, Kitchenette, 1 king bed or 2 semi double beds",Praca do Municipio,366.71,4
Pullman Berlin Schweizerhof Hotel,Deluxe Twin Bed,Germany,Berlin,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Slippers: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 28 m²/301 ft², Non-smoking, Shower and bathtub, 2 single beds or 1 double bed",Budapester Strasse 25,378.89,4
Pullman Berlin Schweizerhof Hotel,Junior Suite,Germany,Berlin,Hotels,Air conditioning: ;Bathrobes: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Slippers: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 38 m²/409 ft², Shower, 1 queen bed or 1 sofa bed",Budapester Strasse 25,378.89,4
Pullman Berlin Schweizerhof Hotel,Superior Twin bed,Germany,Berlin,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Slippers: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 24 m²/258 ft², Non-smoking, Shower and bathtub, 2 single beds",Budapester Strasse 25,378.89,4
Pullman Berlin Schweizerhof Hotel,Deluxe Suite with King Bed,Germany,Berlin,Hotels,Air conditioning: ;Bathrobes: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Slippers: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 58 m²/624 ft², Non-smoking, Shower and bathtub, 1 king bed",Budapester Strasse 25,378.89,4
The Minadab Cottage,Ajax - Double Room,United Kingdom,Holcombe,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Sofa: ;TV: ;,"Room size: 13 m²/140 ft², 1 queen bed",60 Teignmouth Road,107.7,4
The Minadab Cottage,Phoebe -Twin Room,United Kingdom,Holcombe,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Sofa: ;TV: ;,"Room size: 19 m²/205 ft², 2 single beds or 1 king bed",60 Teignmouth Road,107.7,4
The Minadab Cottage,Pickle - Double Room,United Kingdom,Holcombe,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Seating area: ;Shower: ;TV: ;,"Room size: 13 m²/140 ft², 1 queen bed",60 Teignmouth Road,107.7,4
The Inn At Lathones,Double or Twin Room,United Kingdom,Largo Ward,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Room size: 11 m²/118 ft², 1 king bed","Lathones, By Largoward",188.75,3
The Inn At Lathones,Superior Double or Twin Room,United Kingdom,Largo Ward,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Room size: 15 m²/161 ft², 1 king bed","Lathones, By Largoward",188.75,3
The Inn At Lathones,Twin Room,United Kingdom,Largo Ward,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Room size: 11 m²/118 ft², 2 single beds","Lathones, By Largoward",188.75,3
The Inn At Lathones,Superior Suite,United Kingdom,Largo Ward,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Room size: 25 m²/269 ft², 1 king bed","Lathones, By Largoward",188.75,3
The Inn At Lathones,Classic Double or Twin Room,United Kingdom,Largo Ward,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Desk: ;DVD/CD player: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Seating area: ;Shower: ;Telephone: ;Toiletries: ;TV: ;,"Room size: 11 m²/118 ft², 1 double bed","Lathones, By Largoward",188.75,3
Franziskushohe,Double Room with Valley View,Germany,Lohr am Main,Hotels,Air conditioning: ;Desk: ;DVD/CD player: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Telephone: ;Toiletries: ;TV [flat screen]: ;,"Room size: 28 m²/301 ft², Shower, 1 queen bed",Ruppershuttener Str. 70,112.58,4
Franziskushohe,Single Room with Forest View,Germany,Lohr am Main,Hotels,Air conditioning: ;Closet: ;Desk: ;DVD/CD player: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Mini bar: ;Shower: ;Telephone: ;Toiletries: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 20 m²/215 ft², 1 single bed",Ruppershuttener Str. 70,112.58,4
Franziskushohe,Single Room with Valley View,Germany,Lohr am Main,Hotels,Air conditioning: ;Desk: ;DVD/CD player: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Telephone: ;Toiletries: ;TV [flat screen]: ;,"Room size: 20 m²/215 ft², Shower, 1 single bed",Ruppershuttener Str. 70,112.58,4
Franziskushohe,Double Room with Forest View,Germany,Lohr am Main,Hotels,Air conditioning: ;Desk: ;DVD/CD player: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Shower: ;Telephone: ;Toiletries: ;TV [flat screen]: ;,"Room size: 25 m²/269 ft², 1 queen bed",Ruppershuttener Str. 70,112.58,4
The Bridge Street Historic Guest House,Double Room with Shared Bathroom,United Kingdom,Long Melford,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Clothes rack: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Heating: ;High chair: ;In-room safe box: ;Ironing facilities: ;Linens: ;Shower: ;Towels: ;TV [flat screen]: ;,"Shared bathroom, Bathtub, 1 double bed","Bridge Street,",133.05,3
The Bridge Street Historic Guest House,Double Room,United Kingdom,Long Melford,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Clothes rack: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Towels: ;TV [flat screen]: ;,"Room size: 14 m²/151 ft², Shower, 1 double bed","Bridge Street,",133.05,3
The Bridge Street Historic Guest House,Comfort Double Room with Shower,United Kingdom,Long Melford,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Clothes rack: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Heating: ;High chair: ;In-room safe box: ;Ironing facilities: ;Linens: ;Towels: ;TV [flat screen]: ;,"Room size: 14 m²/151 ft², Shower, 1 double bed","Bridge Street,",133.05,3
The Bridge Street Historic Guest House,Suite,United Kingdom,Long Melford,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Clothes rack: ;DVD/CD player: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Heating: ;High chair: ;In-room safe box: ;Ironing facilities: ;Kitchenware: ;Linens: ;Refrigerator: ;Sofa: ;Towels: ;TV [flat screen]: ;,"Shower, Kitchenette, 1 single bed and 1 queen bed and 1 sofa bed","Bridge Street,",133.05,3
The Bridge Street Historic Guest House,Family Room,United Kingdom,Long Melford,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Clothes rack: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Heating: ;High chair: ;In-room safe box: ;Ironing facilities: ;Linens: ;Sofa: ;Towels: ;TV [flat screen]: ;,"Room size: 20 m²/215 ft², Shower, 1 single bed and 2 double beds","Bridge Street,",133.05,3
The Bridge Street Historic Guest House,One-Bedroom Suite,United Kingdom,Long Melford,Hotels,Air conditioning: ;Closet: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Heating: ;High chair: ;In-room safe box: ;Ironing facilities: ;Linens: ;Sofa: ;Towels: ;TV [flat screen]: ;Wooden/parqueted flooring: ;,"Room size: 20 m²/215 ft², Shower and bathtub, 2 double beds and 1 futon","Bridge Street,",133.05,3
Hotel Comete Paris,Standard Double Room,France,Paris,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Satellite/cable channels: ;Shower: ;Telephone: ;,"Room size: 27 m²/291 ft², 1 queen bed","14 bis, rue des Maraichers",117.95,3
Hotel Comete Paris,Standard Twin Room,France,Paris,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Room size: 27 m²/291 ft², 2 single beds","14 bis, rue des Maraichers",117.95,3
Hotel Comete Paris,Business Suite,France,Paris,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Satellite/cable channels: ;Shower: ;Telephone: ;,"Room size: 40 m²/431 ft², 1 queen bed and 1 sofa bed","14 bis, rue des Maraichers",117.95,3
Sleeperz Hotel Dundee,Standard Queen Double,United Kingdom,Dundee,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Shower, 1 queen bed",2 South Union Street,92.92,3
Sleeperz Hotel Dundee,Queen Accessible Room,United Kingdom,Dundee,Hotels,Air conditioning: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Linens: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Shower, 1 queen bed",2 South Union Street,92.92,3
Sleeperz Hotel Dundee,Twin Room,United Kingdom,Dundee,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Laptop safe box: ;Linens: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Shower, 2 single beds",2 South Union Street,92.92,3
Sleeperz Hotel Dundee,Family room,United Kingdom,Dundee,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Laptop safe box: ;Linens: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Shower, 1 queen bed and 1 bunk bed",2 South Union Street,92.92,3
Sleeperz Hotel Dundee,Superior,United Kingdom,Dundee,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Laptop workspace: ;Linens: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Shower, 1 king bed",2 South Union Street,92.92,3
Kastel Pansion Comfort,Double Room,Croatia,Kastelir,Hotels,Air conditioning: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;On-demand movies: ;Private entrance: ;Satellite/cable channels: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 18 m²/194 ft², Balcony/terrace, Shower, 1 queen bed",Kastelir 28,112.95,3
Kastel Pansion Comfort,Suite,Croatia,Kastelir,Hotels,Air conditioning: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;On-demand movies: ;Private entrance: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Sofa: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 60 m²/646 ft², Balcony/terrace, Shower, 1 queen bed",Kastelir 28,112.95,3
Kastel Pansion Comfort,Triple Room with Terrace,Croatia,Kastelir,Hotels,Air conditioning: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;On-demand movies: ;Private entrance: ;Satellite/cable channels: ;Seating area: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 20 m²/215 ft², Balcony/terrace, Shower, 1 single bed and 1 double bed",Kastelir 28,112.95,3
East Sussex National Resort,Club Twin,United Kingdom,Little Horsted,Hotels,Additional toilet: ;Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mirror: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 30 m²/323 ft², Nature view, Balcony/terrace, Shower and bathtub, 1 single bed",Little Horsted,225.96,4
East Sussex National Resort,Family Room,United Kingdom,Little Horsted,Hotels,Additional toilet: ;Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Seating area: ;Smoke detector: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Shower, 2 single beds or 1 double bed",Little Horsted,225.96,4
East Sussex National Resort,Club Double,United Kingdom,Little Horsted,Hotels,Additional toilet: ;Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Complimentary tea: ;Desk: ;Free bottled water: ;Free instant coffee: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 24 m²/258 ft², Country/region view, Balcony/terrace, Non-smoking, Separate shower/bathtub, 1 king bed",Little Horsted,225.96,4
East Sussex National Resort,Luxury Suite,United Kingdom,Little Horsted,Hotels,Additional toilet: ;Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Complimentary tea: ;Desk: ;Free bottled water: ;Free instant coffee: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Laptop workspace: ;Linens: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Slippers: ;Smoke detector: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 35 m²/377 ft², Country/region view, Balcony/terrace, Non-smoking, Shower and bathtub, 1 double bed",Little Horsted,225.96,4
Swiss House B&B,Family Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before October 24, 2019","How Lane, Castleton, Derbyshire",109.77,4
Swiss House B&B,Deluxe Double or Twin Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before October 24, 2019","How Lane, Castleton, Derbyshire",109.77,4
Swiss House B&B,Double Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Smoke detector: ;Toiletries: ;Towels: ;,"Shower, 1 double bed","How Lane, Castleton, Derbyshire",109.77,4
Swiss House B&B,Double or Twin Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before October 24, 2019","How Lane, Castleton, Derbyshire",109.77,4
